0,1,3,6,9,12,20,40,60
0.000000000000000000e+00,8.320833333333332860e+00,1.266305555555555529e+01,1.635277777777777786e+01,1.857750000000000057e+01,2.015222222222222115e+01,2.323638888888888943e+01,2.766916666666666558e+01,3.065611111111111242e+01
0.000000000000000000e+00,8.207777777777778283e+00,1.301861111111111136e+01,1.633444444444444343e+01,1.866305555555555529e+01,2.044444444444444642e+01,2.340444444444444372e+01,2.764194444444444443e+01,3.054333333333333300e+01
0.000000000000000000e+00,8.384166666666665435e+00,1.310055555555555351e+01,1.631694444444444514e+01,1.842861111111111327e+01,2.009388888888888758e+01,2.290166666666666728e+01,2.694638888888889028e+01,2.973777777777777942e+01
0.000000000000000000e+00,8.481944444444444287e+00,1.333027777777777700e+01,1.672749999999999915e+01,1.887083333333333357e+01,2.028666666666666529e+01,2.292833333333333456e+01,2.739777777777777601e+01,2.998250000000000171e+01
0.000000000000000000e+00,8.537222222222222712e+00,1.274027777777777892e+01,1.642527777777777587e+01,1.851111111111111285e+01,2.033416666666666828e+01,2.316277777777777658e+01,2.773999999999999844e+01,3.047027777777777757e+01
0.000000000000000000e+00,8.044722222222222996e+00,1.288111111111111029e+01,1.607388888888888800e+01,1.839638888888888957e+01,2.002166666666666472e+01,2.301833333333333087e+01,2.731583333333333385e+01,3.012666666666666870e+01
0.000000000000000000e+00,8.229444444444444784e+00,1.317416666666666814e+01,1.679777777777777814e+01,1.873638888888888943e+01,2.022888888888888914e+01,2.314944444444444471e+01,2.722749999999999915e+01,3.001166666666666316e+01
0.000000000000000000e+00,7.978888888888889142e+00,1.270361111111111008e+01,1.629555555555555557e+01,1.859611111111111015e+01,2.035805555555555557e+01,2.339249999999999829e+01,2.798138888888888687e+01,3.056805555555555642e+01
0.000000000000000000e+00,8.266388888888888786e+00,1.285166666666666657e+01,1.612999999999999901e+01,1.803138888888888758e+01,1.985000000000000142e+01,2.282861111111111185e+01,2.765916666666666757e+01,3.039305555555555216e+01
